id_libro,name,price,descr_short,descr_full,brand,barcode,image,features
279,Sierra Nevada Pale Ale,2.9,American Pale Ale de 5.6% ABV elaborada con lúpulo Cascade.,"La cerveza más conocida de Sierra Nevada y gran clásico donde los haya. Color amabrino y cuerpo cremoso. Contiene gran cantidad de lúpulo Cascade, que le da un increíble aroma cítrico y especiado.
",Sierra Nevada,10744,https://www.labirratorium.com/12416-large_default/sierra-nevada-pale-ale.jpg,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Estados Unidos', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.6', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale y Caramel', 'Lúpulos': 'Cascade\nCascade', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
280,Brunehaut Blonde Bio Sin Gluten,2.75,Sin Gluten / Blonde Ale,Cerveza rubia sin gluten de 6.5% ABV de estilo blonde Ale elaborada con ingredientes ecológicos.,Brunehaut,1984,https://www.labirratorium.com/2352-large_default/brunehaut-blonde-bio-sin-gluten.jpg,"{'Estilo': 'SIN GLUTEN', 'Origen': 'Bélgia', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '$5411065200871'}"
281,Brunehaut Amber Bio Sin Gluten,2.8,Sin Gluten / Amber Ale,Cerveza sin glutende estilo de Amber Ale de 6.5% ABV tostada y elaborada con ingredientes ecológicos.,Brunehaut,1985,https://www.labirratorium.com/2353-large_default/brunehaut-amber-singluten.jpg,"{'Estilo': 'SIN GLUTEN', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '$5411065200888'}"
282,De Ranke Cuvee de Ranke 75cl,10.45,Sour/ Wild Ale,"Cerveza de fermentación mixta de 7% ABV. Combinación de una cerveza de la cervecera De Ranke y una Lambic de Girardin, que posteriormente envejece durante al menos 1 año en barricas de roble.",Brouwerij De Ranke,12975,https://www.labirratorium.com/17415-large_default/de-ranke-cuvee-de-ranke-75cl.jpg,"{'Estilo': 'SOUR', 'Origen': 'Belgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '7', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '541396350008'}"
283,Basqueland Zumo,5.45,Hazy IPA,"Hazy IPA de 6% ABV con doble dry hopping de lúpulos Citra, Mosaic y Vic Secret.
¡¡Un auténtico zumo de lúpulo!!
¡¡NUEVO LOTE!!",Basqueland Brewing,11713,https://www.labirratorium.com/28062-large_default/badquland-zumo.jpg,"{'Estilo': 'NEIPA / HAZY IPA', 'Origen': 'Guipuzkoa', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '6', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Avena y Trigo', 'Lúpulos': 'Citra, Mosaic y Vic Secret', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
284,Naparbier Feirabend,3.2,Dortmunder Export,,,19358,https://www.labirratorium.com/32720-large_default/naparbier-feirabend.jpg,"{'Estilo': 'DORTMUNDER / EXPORT', 'Origen': 'Navarra', '% Alc.': 'MEDIO (4-6%)'}"
285,Duchesse de Bourgogne Cherry Chocolate,3.45,Sour / Flanders Red Ale con chocolate y cereza,"Roja de Flandés de 6.8% ABV de fermentación mixta y envejecida durante 2 años en barricas en grandes barricas de roble donde se produce una segunda fermentación en la que intervienen bacterias lácticas. Los taninos de las barricas (que anteriormente contuvieron vinos de Burdeos) san su sabor afrutado, refrescante y agridulce. 
Una vez que la cerveza base se encuentra lista, se agregaron 20 Kg. de cerezas ácidas belgas por cada 100 litros de cerveza. Durante 6 meses, la cerveza macera con las cerezas y antes de embotellar se le añade un destilado natural de cacao, lo que dará una combinación única y un exquisito regusto a chocolate.",Verhaeghe,13281,https://www.labirratorium.com/31089-large_default/duchesse-de-bourgogne-cherry-chocolate.jpg,"{'Estilo': 'FLANDERS RED ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.8', 'Otros ingredientes': 'Cerezas Ácidas Belgas y Chocolate. Envejecida en Barricas de Roble', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Golden Promise, Best Pale Ale, Dextrine, Trigo y Avena', 'Lúpulos': 'Mosaic, Citra y Experimental HBC 472', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '40', 'Color': 'Rojiza', 'Envase': 'Botella'}"
286,Althaia Mediterranean Lager,2.8,Lager,"Esta es la rubia de Althaia, la primera cerveza que elaboramos en la fábrica y sin duda, la que más producimos y dónde más se consume en nuestra querida Costa Blanca de Alicante. Con nuestra Mediterranean Lager encontrarás una buena cerveza rubia y natural. Hecha con tan solo agua, malta de cebada, lúpulo y levadura. Sin conservantes, ni aditivos, ni colorantes, ni gas añadido. Una cerveza 100 % natural, fresca y que sienta bien.
",Althaia Artesana,19540,https://www.labirratorium.com/32881-large_default/althaia-lager.jpg,"{'% Alc.': '5', 'Volumen (cl)': '33 Cl', 'Envase': 'Lata'}"
287,THE GARDEN LANDBIER GLUTENFREE (LATA) 4.8 %,5.6,The garden 5 Landbier, Number 5 - Landbier A seasonal special lager. Very bready! Brewed with large quantities of Munich Malt in the grist. Golden yellow and crystal clear. A gluten free product!,The Garden Brewery,19557,https://www.labirratorium.com/32910-large_default/the-garden-landbier-glutenfree-lata-48-.jpg,"{'Estilo': 'Landbier', 'Origen': 'Croacia', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.8%'}"
288,SOMA JUICY JUNGLE,3.75,Harvest Lager de 6.7% ABV con lúpulo Chinook de Lupulina,"Harvest Lager de 6.7% ABV con lúpulo Chinook de Lupulina
",Soma Beer,19740,https://www.labirratorium.com/33081-large_default/soma-juicy-jungle-.jpg,"{'Estilo': 'IPL (INDIA PALE LAGER)', 'Origen': 'Girona', '% Alc. Exacto': '6.7', 'Lúpulos': 'Chinook', 'Envase': 'Lata'}"
289,Garage Fractal Spectrum,4.75,"Rice Lager de 4,5%","Primera Rice Lager de Garage, elaborada con arroz catalán de Molí De Pals. 4,5% abv.",Garage Beer Co.,19810,https://www.labirratorium.com/33244-large_default/garage-fractal-spectrum.jpg,"{'Estilo': 'Rice Lager', 'Origen': 'Barcelona', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Volumen (cl)': '44 Cl'}"
290,Caleya Goma 2 Lata 44 cl.,5.25,IPA,"IPA de 6.3% ABV elaborada con lúpulos Citra y Mosaic, que aportan deliciosos sabores y aromas tropicales.
Refrescante y muy explosiva.
¡¡AHORA EN LATA DE 44 CL.!!
",Cerveza Caleya,17234,https://www.labirratorium.com/27762-large_default/caleya-goma-2-lata-44-cl.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Asturias', '% Alc.': '6.3\nALTO (6-9%)', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter', 'Lúpulos': 'Citra y Mosaic', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '42', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
291,Brugse Zot,2.9,Belgian Blonde,"Cerveza rubia con aromas afrutados y florales. Sabor dulce chicloso, con notas especiadas y dulce. Regusto seco y corto.",De Halve Maan-Straffe Hendrik,70,https://www.labirratorium.com/90-large_default/brugse-zot.jpg,"{'Estilo': 'BLOND ALE', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '6', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '23', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5425017240013'}"
292,Basqueland AUPA Lata,2.98,Pale Ale,"Pale Ale de 5.3% ABV elaborada con lúpulos Bravo, Centennial y Mosaic.
Hecha al estilo californiano, de cuerpo medio y rubio, tiene matices de mandarina y té de jazmín.
",Basqueland Brewing,12177,https://www.labirratorium.com/29882-large_default/basqueland-aupa-lata.jpg,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Guipuzkoa', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.3', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Bravo, Centennial y Mosaic', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo dorado'}"
293,Bacchus Oud Bruin,3.4,Sour / Flanders Red Ale,"Cerveza de 4.5% ABV típica flamenca, de color marrón oscuro y madurada en barricas de roble. Con un agradable sabor a vino y final ligeramente ácido. ",Van Honsebrouck,1636,https://www.labirratorium.com/2113-large_default/bacchus-oudbruin.jpg,"{'Estilo': 'FLANDERS RED ALE', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Otros ingredientes': 'Stevia', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella'}"
294,Lervig Lucky Jack Lata 50 cl.,3.85,American Pale Ale,"American Pale Ale de 4.7% ABV elaborada con lúpulos Amarillo, Chinook y Citra.",Lervig,12460,https://www.labirratorium.com/16293-large_default/lervig-lucky-jack-lata-.jpg,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Noruega', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.7', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Amarillo, Chinook y Citra', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '45', 'Color': 'Amarillo dorado', 'Envase': 'Lata', 'OLD-REF': '7071592019384'}"
295,Robinsons Trooper Day of the Dead,4.85,Extra Special / Strong Bitter,"Trooper; creada por Iron Maiden, elaborada por Robinsons. Según el cantante Bruce Dickinson, la cerveza Trooper tiene marcados aromas de malta, y notas cítricas. Mezcla única de Bobec, Goldings y lúpulo Cascade. Cerveza de 4,7 grados y un sutil toque a limón. Dickinson, involucrado personalmente en el proyecto, dice ser fan de la cerveza tradicional inglesa desde hace tiempo, de manera que dijo: ""he muerto y subido al cielo"" cuando le ofrecieron crear la Cerveza Maiden para Oliver Robinson. Es una cerveza británica premium con carácter y sabor. Para terminar de hacer el producto más atractivo si cabe para los fans de la banda, todas las botellas tendrán la imagen de su famosa mascota, Eddie.
Edicion especial DAY OF THE DEAD",Robinsons,12904,https://www.labirratorium.com/33120-large_default/robinson-trooper-day-of-the-dead-2019.jpg,"{'Estilo': 'ENGLISH BITTER', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.7', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'Lúpulos': 'Bobek, Goldings y Cascade', 'IBU': '25-50 Amargor medio', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '5015759000725'}"
296,Verdant Light Bulb,6.2,New England Pale Ale,Hazy Pale Ale suave y muy refrescante de 4.5% ABV elaborada con lúpulos Simcoe y Centennial. Fermentada con levadura LalBrew New England.,Verdant Brewing Co.,12946,https://www.labirratorium.com/30532-large_default/verdant-light-bulb.jpg,"{'Estilo': 'NEAPA (NEW ENGLAND PALE ALE) / Hazy Pale Ale', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Extra Pale, Vienna, Avena, CaraGold y CaraPils', 'Lúpulos': 'Simcoe y Centennial', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata', 'Levadura': 'LalBrew New England'}"
297,Bombardier Amber Beer / Premium British Ale,3.75,Bitter,"Cerveza estilo English bitter de 5.2% ABV con un sabor perfectamente equilibrado, seco y con gran personalidad. Destaca el olor y sabor a galleta y caramelo.",Charles Wells (Marston's),5747,https://www.labirratorium.com/6855-large_default/charles-wells-bombardier-glorious-english.jpg,"{'Estilo': 'ENGLISH BITTER', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Fuggles', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '35', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '5000264012790'}"
298,Sharp's Doom Bar,2.85,Bitter,"English Bitter de 4% ABV es la cerveza número 1 de barril en el Reino Unido.
Cerveza con un tentador aroma a lúpulo resinoso, malta dulce y delicada notas tostadas. En boca es equilibrada a la vez que compleja, con notas de frutas secos, maltas ligeramente tostadas y un amargor sutil pero firme. El final es seco y refrescante.",Sharp´s Brewery,13341,https://www.labirratorium.com/18359-large_default/sharp-s-doom-bar.jpg,"{'Estilo': 'ENGLISH BITTER', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Ámbar', 'Envase': 'Botella'}"
299,Gulden Draak Imperial Stout,3.75,Imperial Stout,"Gulden Draak (que significa Dragón dorado) es una cerveza belga oscura con elevado volumen de alcohol, elaborada en Bélgica por la Brouwerij Van Steenberge en Ertvelde, provincia de Flandes Oriental. En 1998, Gulden Draak fue galardonada como la mejor cerveza del mundo por su sabor, por el Instituto Americano de Cata.",Brouwerij Van Steenberge,6983,https://www.labirratorium.com/8270-large_default/gulden-draak-imperial-stout.jpg,"{'Estilo': 'IMPERIAL STOUT', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '12', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada\nCebada', 'IBU': '50-75 Amargor alto', 'IBU Exacto': '65', 'Color': 'Negro', 'Envase': 'Botella', 'OLD-REF': '5411663009128'}"
300,Duvel 666,2.55,Belgian Blond,"Belgian Blond Ale de 6.66% ABV con refermentación en botella. Cerveza rubia, con cuerpo y de naturaleza turbia. En nariz se presenta muy aromática y afrutada, con un toque final pronunciado y suave. Aromas vivos y afrutados gracias al uso de la ralladura de naranja y el dry hopping de lúpulos de las variedades más refinadas.
Edición especial de Duvel elaborada con motivo del 150 aniversario de la cervecera Duvel Moorgat. En honor a esta ocasión, los maestros cerveceros han dedicado su impecable pasión y paciencia para crear una nueva y especial cerveza, que encarna todo el atrevimiento del espíritu juvenil y el carácter Duvélico que tiene el equipo.
Una cerveza que ofrece el perfecto equilibrio entre el rico patrimonio cervecero belga y lo más contemporánea innovación. En redumen, una Duvel que no es más que pura tentación.",Duvel Moortgat,14392,https://www.labirratorium.com/29955-large_default/duvel-666.jpg,"{'Estilo': 'BLOND ALE', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.66', 'Otros ingredientes': 'Ralladura de Naranja', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '20', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
301,La Quince / BrewHeart Spaceman,6.15,DDH IPA,"IPA moderna en colaboración con Brew Heart (Alemania) de 6.5% ABV, elaborada con doble dry hopping de lúpulos Mosaic, Citra Incognito, Cryo Pop, American Nugget, Cascade y más Citra, que aportan una complejidad de aromas y sabores, que van desde lo afrutado y resinoso, al terroso y cítrico. Un torpedo de lúpulo que te transportará al espacio verde.

",La Quince,18930,https://www.labirratorium.com/31914-large_default/la-quince-brewheart-spaceman.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Madrid / Alemania', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Lúpulos': 'Nugget, Cascade, Citra, Mosaic, Citra Incognito y Cyo Pop', 'IBU': '50-75 Amargor alto', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
302,North Brewing Open Space Gluten Free,4.95,Pale Ale / Sin Gluten,"West Coast Pale Ale de 4.5% ABV con lúpulos Simcoe y Chinook, que aportan notas cítricas, florales y resinas de pino.
Cerveza sin gluten.
",North Brewing Co.,15738,https://www.labirratorium.com/24289-large_default/north-open-space-gluten-free.jpg,"{'Estilo': 'PALE ALE\nSIN GLUTEN', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Best Ale, Cara y Munich Light', 'Lúpulos': 'Simcoe y Chinook', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
303,Basqueland Imparable IPA Lata XL,4.59,IPA,,Basqueland Brewing,19309,https://www.labirratorium.com/32671-large_default/basqueland-imparable-ipa-xl.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Guipuzkoa', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.8', 'Otros ingredientes': 'Puré de Mango, Puré de Fruta de la Pasión, Puré de melocotón y Lactosa', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Citra, Mosaic y Cascade', 'IBU': '50-75 Amargor alto', 'IBU Exacto': '62', 'Fecha': '28 Septiembre 2019', 'Hora': '19:30-21h', 'Lugar': 'Labirratorium c/ Vallehermoso 34, Madrid', 'Color': 'Amarillo dorado', 'Envase': 'Lata', 'OLD-REF': '8437016945018'}"
304,La Quince LLIPA! (lata),3.6,IPA,"American IPA de 6.4% ABV elaborada con lúpulos Columbus, Simcoe y Citra. 
Receta actualizada: bajamos el % de maltas caramelizadas y aumenta lupulización en fases frías para potenciar sabor y aroma. Más moderna y más West Coast Llipa!


",La Quince,19336,https://www.labirratorium.com/32698-large_default/la-quince-llipa-lata.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Madrid', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.4', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter, Vienna, Carared', 'Lúpulos': 'Columbus, Simcoe y Citra', 'IBU': '75-100 Amargor muy alto', 'IBU Exacto': '100', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '001542322438'}"
305,Dougall ́s Dúo HBC 586 Cryo POP,2.95,West Coast IPA con lúpulos HBC 586 y Cryo Pop,,Cerveza Dougall's,19366,https://www.labirratorium.com/32728-large_default/dougall-s-duo-hbc-586-cryo-pop.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Liérganes, Cantabria', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.3', 'Volumen (cl)': '33 Cl', 'Lúpulos': 'HBC 586 y Cryo Pop'}"
306,Pohjala Helge,4.45,Sin Gluten / Hazy Pale Ale,"Pale Ale turbia sin gluten de 5% ABV, elaborada con jugosos lúpulos tropicales del nuevo mundo.",Pohjala (Põhjala),16363,https://www.labirratorium.com/27125-large_default/pohjala-helge.jpg,"{'Estilo': 'PALE ALE\nSIN GLUTEN', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
307,Freddo Fox El Unico,4.35,West Coast IPA,,Freddo Fox Brewery,19430,https://www.labirratorium.com/32764-large_default/freddo-fox-el-unico-.jpg,{}
308,Brewski Strawberry Pie,5.95,Fruit Berliner Weisse,"Berliner Weisse de 4% ABV elaborada con lactosa y montones de fresas, frambuesas, limones y un toque de galletas de vainilla.
",Brewski,15218,https://www.labirratorium.com/23012-large_default/brewski-strawberry-pie.jpg,"{'Estilo': 'FRUIT BERLINER WEISSE', 'Origen': 'Suecia', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4', 'Otros ingredientes': 'Lactosa, Fresas, Frambuesas, Limones y Galletas de Vainilla', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Lata', 'OLD-REF': ''}"
309,Brewski Guavafever GF IPA,4.05,"IPA SIN GLUTEN, con guayaba",A Double IPA with Guava. Brewed and canned in the US,Brewski,19736,https://www.labirratorium.com/33176-large_default/brewski-guavafeber-glutenfree-ipa-lata-60.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', '% Alc. Exacto': '6', 'Otros ingredientes': 'Guayaba', 'Volumen (cl)': '33 Cl', 'Envase': 'Lata'}"
310,Caleya Idiotic Heroism,4.95,DDH IPA 6.3%,,Cerveza Caleya,19784,https://www.labirratorium.com/33216-large_default/caleya-idiotic-heroism.jpg,"{'% Alc. Exacto': '6.3', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Lúpulos': 'Lupomax Citra, El Dorado & Amarillo'}"
311,Caleya Fruit Smooch Tropic,5.15,"Sour con albaricoque, mango y maracuya. 5.7% ABV","Estilo Smoothie sour con una combinación de frutas (albaricoque, mango y maracuya) . Densa , turbia , ácida y con un toque dulce que ayuda a balancear.
",Cerveza Caleya,19562,https://www.labirratorium.com/32899-large_default/caleya-smooth-tropic-lata.jpg,"{'Origen': 'Asturias', '% Alc.': '5.7', 'Otros ingredientes': 'albaricoque, mango y maracuya'}"
312,Sanfrutos Rave DDH IPA,5.45,DDH IPA 6.7% ABV,"Una IPA jugosa y rebosante de intensos aromas y deliciosos sabores cítricos, pináceos y herbales. Con un amargor perfectamente equilibrado con su fresco y apetecible carácter. Con un rebosante DDH de Citra y Mosaic.",,19802,https://www.labirratorium.com/33234-large_default/sanfrutos-rave-ddh-ipa.jpg,"{'Estilo': 'NEIPA / HAZY IPA', 'Origen': 'Segovia', '% Alc. Exacto': '6.7', 'Volumen (cl)': '44 Cl', 'Lúpulos': 'Citra y Mosaic'}"
313,Gross Egun Ero,5.5,West coast IPA 6.5% ABV. 44cl.  ,"West Coast IPA (6,5%) elaborada con una base de malta pálida inglesa y lupulada con Ekuanot, El Dorado y Chinook. Muy fiel al estilo con mucha bebestibilidad, un dulzor ligero, notas de pomelo, resina y hierba recién cortada.
",Gross,19817,https://www.labirratorium.com/33249-large_default/gross-egun-ero.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '44 Cl', 'Lúpulos': 'Ekuanot, El Dorado y Chinook'}"
314,"Verdant People, Money, Space, Time",6.95,New England Pale Ale,Hazy Pale Ale de 3.8% ABV elaborada con una gran dosis de lúpulos Mosaic y Citra. Fermentada con levadura London Ale III.,Verdant Brewing Co.,18368,https://www.labirratorium.com/30531-large_default/verdant-people-money-space-time.jpg,"{'Estilo': 'NEAPA (NEW ENGLAND PALE ALE) / Hazy Pale Ale', 'Origen': 'Inglaterra', '% Alc.': 'BAJO (2.5-4%)', '% Alc. Exacto': '3.8', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Extra Pale Ale, Golden Promise, Vienna, Carapils, Caragold, Avena y Copos de Trigo', 'Lúpulos': 'Mosaic y Citra', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
315,Flying Dog Royal Crush Orange Crush Ale,3.75,Fruit Blond Ale,"Cerveza rubia de temporada con 6% ABV, elaborada con cáscara de naranja sanguina.
Inspirada en el cóctel de playa más querido de la costa de Maryland (EEUU). Esta cerveza te golpea con una ola de brillantes naranjas y después te transporta al mar con un final equilibradamente cítrico y dulce.",Flying Dog,19029,https://www.labirratorium.com/32027-large_default/flying-dog-royal-crush-orange-crush-ale.jpg,"{'Estilo': 'BLOND ALE', 'Origen': 'EEUU', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '6\n10', 'Otros ingredientes': 'Cáscara de Naranja Sanguina', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
316,Samuel Smith Organic Chocolate Stout,3.5,Stout / Sweet Stout,"Cerveza negra de estilo Stout de 5% ABV elaborada con agua de su propio pozo en Lancaster (Inglaterra) y chocolate orgánico.
Dulce, cremosa y con mucho aroma y sabor a chocolate. Una muy buena opción de postre para maridar con Brownies y tartas de chocolate.",Samuel Smith,8366,https://www.labirratorium.com/9738-large_default/samuel-smiths-organic-chocolate-stout-355-cl.jpg,"{'Estilo': 'SWEET STOUT', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Otros ingredientes': 'Azúcar de caña oragánico, Extracto de chocolate orgánico y Dióxido de carbono', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada orgánica', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '28', 'Color': 'Negro', 'Envase': 'Botella', 'OLD-REF': '5010149201171'}"
317,Verdant 10 Watt Moon,7.1,New England Pale Ale de 4.5%,Jugosa NEPA con lúpulos Citra y Strata,Verdant Brewing Co.,19525,https://www.labirratorium.com/32838-large_default/verdant-10-watt-moon.jpg,"{'Estilo': 'NEAPA (NEW ENGLAND PALE ALE) / Hazy Pale Ale', 'Origen': 'Inglaterra', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '4.5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Trigo y Avena', 'Lúpulos': 'Citra y Strata', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
318,North Brewing  North Bar 25,5.95,American Pale Ale,,North Brewing Co.,19597,https://www.labirratorium.com/32978-large_default/northbrewing-north-bar-25.jpg,{}
